cancer_label,CSU_RANK,hdi_group,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Corpus uteri",10,2,9,2,0,643,24,29852,20.59,.734,"Russian Federation",14,"Eastern Europe"
"Thyroid",10,3,10,2,0,540,32,41,22.24,.852,"New Caledonia",19,"Melanesia"
"Leukaemia",10,3,11,2,0,250,36,6023,7.7,.852,"France (metropolitan)",17,"Western Europe"
"Ovary",10,2,12,2,0,804,25,4267,10.99,.717,"Ukraine",14,"Eastern Europe"
"Hodgkin lymphoma",10,3,13,2,0,56,33,163,2.64,.886,"Belgium",17,"Western Europe"
"Multiple myeloma",10,3,14,2,0,578,35,237,3.71,.917,"Norway",15,"Northern Europe"
"Melanoma of skin",10,3,15,2,0,705,16,306,16.7,.85,"Slovenia",16,"Southern Europe"
"Mesothelioma",10,3,16,2,0,705,18,16,.45,.85,"Slovenia",16,"Southern Europe"
"Cervix uteri",10,0,17,2,0,508,23,5456,47.79,.327,"Mozambique",1,"Eastern Africa"
"Liver",10,0,18,2,0,430,11,187,10.87,.437,"Liberia",5,"Western Africa"
"Nasopharynx",10,0,19,2,0,104,4,697,2.14,.432,"Myanmar",11,"South-Eastern Asia"
"Kaposi sarcoma",10,0,20,2,0,426,19,48,4.46,.446,"Lesotho",4,"Southern Africa"
"Oesophagus",10,0,21,2,0,834,6,1053,6.58,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Vagina",10,0,22,2,0,748,22,3,.73,.442,"Eswatini",4,"Southern Africa"
"Gallbladder",10,1,23,2,0,340,12,104,2.47,.575,"Honduras",7,"Central America"
"Larynx",10,1,24,2,0,76,14,1676,1.06,.699,"Brazil",8,"South America"
"Hypopharynx",10,0,25,2,0,404,5,72,.47,.465,"Kenya",1,"Eastern Africa"
"Lip, oral cavity",10,3,26,2,0,528,1,706,3.37,.885,"The Netherlands",17,"Western Europe"
"Oropharynx",10,3,27,2,0,756,3,103,1.12,.899,"Switzerland",17,"Western Europe"
"Vulva",10,3,28,2,0,442,21,10,2.02,.869,"Luxembourg",17,"Western Europe"
"Salivary glands",10,0,29,2,0,566,2,472,.88,.45,"Nigeria",5,"Western Africa"
"Stomach",10,0,30,2,0,716,7,460,10.21,.423,"Zimbabwe",1,"Eastern Africa"
"Bladder",11,2,1,2,0,191,30,353,6.35,.774,"Croatia",16,"Southern Europe"
"Brain, CNS",11,1,2,2,0,70,31,184,5.45,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Breast",11,3,3,2,0,826,20,58756,94.03,.881,"United Kingdom",15,"Northern Europe"
"Colorectum",11,3,4,2,0,702,8,1679,28.28,.833,"Singapore",11,"South-Eastern Asia"
"Pancreas",11,3,5,2,0,233,13,175,7.64,.805,"Estonia",15,"Northern Europe"
"Kidney",11,3,6,2,0,208,29,437,7.33,.89,"Denmark",15,"Northern Europe"
"Lung",11,3,7,2,0,578,15,1805,27.62,.917,"Norway",15,"Northern Europe"
"NHL",11,3,8,2,0,380,34,6857,9.44,.85,"Italy",16,"Southern Europe"
"Corpus uteri",11,3,9,2,0,470,24,92,20.37,.804,"Malta",16,"Southern Europe"
"Thyroid",11,3,10,2,0,630,32,396,18.97,.865,"Puerto Rico",6,"Caribbean"
"Leukaemia",11,3,11,2,0,702,36,280,7.66,.833,"Singapore",11,"South-Eastern Asia"
"Ovary",11,3,12,2,0,470,25,44,10.71,.804,"Malta",16,"Southern Europe"
"Hodgkin lymphoma",11,2,13,2,0,499,33,10,2.64,.773,"Montenegro",16,"Southern Europe"
"Multiple myeloma",11,3,14,2,0,376,35,258,3.56,.873,"Israel",13,"Western Asia"
"Melanoma of skin",11,3,15,2,0,826,16,9542,15.76,.881,"United Kingdom",15,"Northern Europe"
"Mesothelioma",11,3,16,2,0,528,18,104,.44,.885,"The Netherlands",17,"Western Europe"
"Cervix uteri",11,0,17,2,0,108,23,1457,43.58,.311,"Burundi",1,"Eastern Africa"
"Liver",11,0,18,2,0,624,11,65,10.51,.403,"Guinea-Bissau",5,"Western Africa"
"Nasopharynx",11,1,19,2,0,608,4,1145,2.07,.638,"Philippines",11,"South-Eastern Asia"
"Kaposi sarcoma",11,0,20,2,0,120,19,351,3.4,.458,"Cameroon",2,"Middle Africa"
"Oesophagus",11,1,21,2,0,795,6,185,6.32,.666,"Turkmenistan",12,"South Central Asia"
"Vagina",11,0,22,2,0,356,22,5000,.7,.506,"India",12,"South Central Asia"
"Gallbladder",11,3,23,2,0,410,12,1660,2.36,.837,"Korea, Republic of",10,"Eastern Asia"
"Larynx",11,0,24,2,0,90,14,3,1.02,.486,"Solomon Islands",19,"Melanesia"
"Hypopharynx",11,2,25,2,0,144,5,84,.46,.703,"Sri Lanka",12,"South Central Asia"
"Lip, oral cavity",11,0,26,2,0,418,1,97,3.36,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Oropharynx",11,2,27,2,0,642,3,204,1.11,.731,"Romania",14,"Eastern Europe"
"Vulva",11,1,28,2,0,710,21,672,1.98,.619,"South Africa",4,"Southern Africa"
"Salivary glands",11,0,29,2,0,454,2,48,.86,.357,"Malawi",1,"Eastern Africa"
"Stomach",11,3,30,2,0,233,7,198,10.09,.805,"Estonia",15,"Northern Europe"
"Bladder",12,0,1,2,0,466,30,349,6.24,.334,"Mali",5,"Western Africa"
"Brain, CNS",12,2,2,2,0,428,31,98,5.45,.767,"Latvia",15,"Northern Europe"
"Breast",12,3,3,2,0,246,20,5378,92.33,.874,"Finland",15,"Northern Europe"
"Colorectum",12,3,4,2,0,250,8,24684,27.4,.852,"France (metropolitan)",17,"Western Europe"
"Pancreas",12,3,5,2,0,528,13,1719,7.61,.885,"The Netherlands",17,"Western Europe"
"Kidney",12,2,6,2,0,348,29,783,7.23,.788,"Hungary",14,"Eastern Europe"
"Lung",12,3,7,2,0,540,15,55,25.82,.852,"New Caledonia",19,"Melanesia"
"NHL",12,3,8,2,0,352,34,30,9.37,.881,"Iceland",15,"Northern Europe"
"Corpus uteri",12,2,9,2,0,804,24,8458,19.43,.717,"Ukraine",14,"Eastern Europe"
"Thyroid",12,1,10,2,0,76,32,25601,18.64,.699,"Brazil",8,"South America"
"Leukaemia",12,1,11,2,0,760,36,644,7.62,.607,"Syrian Arab Republic",13,"Western Asia"
"Ovary",12,2,12,2,0,191,25,476,10.69,.774,"Croatia",16,"Southern Europe"
"Hodgkin lymphoma",12,2,13,2,0,422,33,95,2.61,.74,"Lebanon",13,"Western Asia"
"Multiple myeloma",12,3,14,2,0,196,35,42,3.51,.819,"Cyprus",16,"Southern Europe"
"Melanoma of skin",12,3,15,2,0,203,16,1402,14.52,.821,"Czechia",14,"Eastern Europe"
"Mesothelioma",12,1,16,2,0,8,18,9,.43,.684,"Albania",16,"Southern Europe"
"Cervix uteri",12,0,17,2,0,466,23,2436,43.14,.334,"Mali",5,"Western Africa"
"Liver",12,0,18,2,0,288,11,1075,10.34,.499,"Ghana",5,"Western Africa"
"Nasopharynx",12,0,19,2,0,800,4,239,1.76,.427,"Uganda",1,"Eastern Africa"
"Kaposi sarcoma",12,0,20,2,0,108,19,159,3.17,.311,"Burundi",1,"Eastern Africa"
"Oesophagus",12,0,21,2,0,887,6,529,6.3,.461,"Yemen",13,"Western Asia"
"Vagina",12,0,22,2,0,768,22,17,.68,.433,"Togo",5,"Western Africa"
"Gallbladder",12,2,23,2,0,258,12,5,2.35,.791,"French Polynesia",21,"Polynesia"
"Larynx",12,3,24,2,0,616,14,419,1,.804,"Poland",14,"Eastern Europe"
"Hypopharynx",12,3,25,2,0,250,5,278,.45,.852,"France (metropolitan)",17,"Western Europe"
"Lip, oral cavity",12,3,26,2,0,826,1,2283,3.26,.881,"United Kingdom",15,"Northern Europe"
"Oropharynx",12,2,27,2,0,428,3,17,1.02,.767,"Latvia",15,"Northern Europe"
"Vulva",12,0,28,2,0,566,21,1056,1.93,.45,"Nigeria",5,"Western Africa"
"Salivary glands",12,0,29,2,0,332,2,49,.83,.446,"Haiti",6,"Caribbean"
"Stomach",12,1,30,2,0,218,7,1137,10.02,.684,"Ecuador",8,"South America"
"Bladder",13,3,1,2,0,276,30,7648,6.17,.89,"Germany",17,"Western Europe"
"Brain, CNS",13,2,2,2,0,499,31,31,5.41,.773,"Montenegro",16,"Southern Europe"
"Breast",13,3,3,2,0,372,20,3688,91.45,.881,"Ireland",15,"Northern Europe"
"Colorectum",13,2,4,2,0,620,8,4483,27.07,.799,"Portugal",16,"Southern Europe"
"Pancreas",13,3,5,2,0,276,13,10899,7.57,.89,"Germany",17,"Western Europe"
"Kidney",13,2,6,2,0,191,29,327,6.96,.774,"Croatia",16,"Southern Europe"
"Lung",13,3,7,2,0,705,15,687,25.69,.85,"Slovenia",16,"Southern Europe"
"NHL",13,0,8,2,0,716,34,544,9.19,.423,"Zimbabwe",1,"Eastern Africa"
"Corpus uteri",13,2,9,2,0,780,24,217,18.82,.726,"Trinidad and Tobago",6,"Caribbean"
"Thyroid",13,3,10,2,0,470,32,53,18.28,.804,"Malta",16,"Southern Europe"
"Leukaemia",13,3,11,2,0,528,36,1181,7.56,.885,"The Netherlands",17,"Western Europe"
"Ovary",13,3,12,2,0,196,25,119,10.61,.819,"Cyprus",16,"Southern Europe"
"Hodgkin lymphoma",13,2,13,2,0,191,33,51,2.58,.774,"Croatia",16,"Southern Europe"
"Multiple myeloma",13,3,14,2,0,372,35,172,3.35,.881,"Ireland",15,"Northern Europe"
"Melanoma of skin",13,3,15,2,0,840,16,40626,14.37,.891,"United States of America",9,"Northern America"
"Mesothelioma",13,3,16,2,0,56,18,65,.42,.886,"Belgium",17,"Western Europe"
"Cervix uteri",13,0,17,2,0,450,23,4060,41.77,.464,"Madagascar",1,"Eastern Africa"
"Liver",13,0,18,2,0,598,11,306,9.67,.462,"Papua New Guinea",19,"Melanesia"
"Nasopharynx",13,1,19,2,0,788,4,127,1.7,.664,"Tunisia",3,"Northern Africa"
"Kaposi sarcoma",13,0,20,2,0,226,19,13,2.61,.546,"Equatorial Guinea",2,"Middle Africa"
"Oesophagus",13,0,21,2,0,108,6,173,6.11,.311,"Burundi",1,"Eastern Africa"
"Vagina",13,0,22,2,0,834,22,115,.66,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Gallbladder",13,2,23,2,0,858,12,87,2.35,.749,"Uruguay",8,"South America"
"Larynx",13,0,24,2,0,50,14,758,.97,.492,"Bangladesh",12,"South Central Asia"
"Hypopharynx",13,0,25,2,0,4,5,52,.44,.384,"Afghanistan",12,"South Central Asia"
"Lip, oral cavity",13,0,26,2,0,24,1,296,3.25,.426,"Angola",2,"Middle Africa"
"Oropharynx",13,3,27,2,0,124,3,381,1,.877,"Canada",9,"Northern America"
"Vulva",13,3,28,2,0,826,21,1520,1.93,.881,"United Kingdom",15,"Northern Europe"
"Salivary glands",13,3,29,2,0,380,2,613,.8,.85,"Italy",16,"Southern Europe"
"Stomach",13,2,30,2,0,643,7,17568,9.82,.734,"Russian Federation",14,"Eastern Europe"
"Bladder",14,2,1,2,0,688,30,576,6.15,.726,"Serbia",16,"Southern Europe"
"Brain, CNS",14,2,2,2,0,440,31,151,5.31,.785,"Lithuania",15,"Northern Europe"
"Breast",14,3,3,2,0,540,20,176,90.18,.852,"New Caledonia",19,"Melanesia"
"Colorectum",14,3,4,2,0,826,8,22836,27.06,.881,"United Kingdom",15,"Northern Europe"
"Pancreas",14,3,5,2,0,840,13,28529,7.49,.891,"United States of America",9,"Northern America"
"Kidney",14,2,6,2,0,440,29,239,6.96,.785,"Lithuania",15,"Northern Europe"
"Lung",14,3,7,2,0,250,15,16801,24.73,.852,"France (metropolitan)",17,"Western Europe"
"NHL",14,3,8,2,0,826,34,7000,9.12,.881,"United Kingdom",15,"Northern Europe"
"Corpus uteri",14,3,9,2,0,300,24,1950,18.64,.826,"Greece",16,"Southern Europe"
"Thyroid",14,3,10,2,0,840,32,38620,18.28,.891,"United States of America",9,"Northern America"
"Leukaemia",14,3,11,2,0,300,36,860,7.52,.826,"Greece",16,"Southern Europe"
"Ovary",14,1,12,2,0,268,25,390,10.61,.699,"Georgia",13,"Western Asia"
"Hodgkin lymphoma",14,3,13,2,0,376,33,118,2.56,.873,"Israel",13,"Western Asia"
"Multiple myeloma",14,3,14,2,0,756,35,366,3.3,.899,"Switzerland",17,"Western Europe"
"Melanoma of skin",14,3,15,2,0,442,16,63,14.21,.869,"Luxembourg",17,"Western Europe"
"Mesothelioma",14,3,16,2,0,246,18,38,.42,.874,"Finland",15,"Northern Europe"
"Cervix uteri",14,0,17,2,0,430,23,717,39.61,.437,"Liberia",5,"Western Africa"
"Liver",14,1,18,2,0,408,11,2029,8.76,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Nasopharynx",14,0,19,2,0,404,4,312,1.62,.465,"Kenya",1,"Eastern Africa"
"Kaposi sarcoma",14,0,20,2,0,834,19,471,1.98,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Oesophagus",14,0,21,2,0,706,6,239,6.06,.285,"Somalia",1,"Eastern Africa"
"Vagina",14,0,22,2,0,24,22,82,.65,.426,"Angola",2,"Middle Africa"
"Gallbladder",14,0,23,2,0,104,12,732,2.29,.432,"Myanmar",11,"South-Eastern Asia"
"Larynx",14,1,24,2,0,31,14,64,.95,.651,"Azerbaijan",13,"Western Asia"
"Hypopharynx",14,3,25,2,0,442,5,2,.44,.869,"Luxembourg",17,"Western Europe"
"Lip, oral cavity",14,2,26,2,0,242,1,15,3.17,.7,"Fiji",19,"Melanesia"
"Oropharynx",14,3,27,2,0,616,3,371,.98,.804,"Poland",14,"Eastern Europe"
"Vulva",14,3,28,2,0,56,21,265,1.91,.886,"Belgium",17,"Western Europe"
"Salivary glands",14,3,29,2,0,36,2,160,.78,.907,"Australia",18,"Australia/New Zealand"
"Stomach",14,3,30,2,0,96,7,22,9.48,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Bladder",15,3,1,2,0,300,30,865,6.03,.826,"Greece",16,"Southern Europe"
"Brain, CNS",15,2,2,2,0,642,31,990,5.3,.731,"Romania",14,"Eastern Europe"
"Breast",15,2,3,2,0,620,20,8954,88.75,.799,"Portugal",16,"Southern Europe"
"Colorectum",15,2,4,2,0,858,8,1071,26.62,.749,"Uruguay",8,"South America"
"Pancreas",15,3,5,2,0,470,13,54,7.41,.804,"Malta",16,"Southern Europe"
"Kidney",15,3,6,2,0,826,29,4997,6.87,.881,"United Kingdom",15,"Northern Europe"
"Lung",15,3,7,2,0,56,15,3167,24.37,.886,"Belgium",17,"Western Europe"
"NHL",15,3,8,2,0,578,34,531,9.04,.917,"Norway",15,"Northern Europe"
"Corpus uteri",15,3,9,2,0,616,24,7877,18.27,.804,"Poland",14,"Eastern Europe"
"Thyroid",15,3,10,2,0,376,32,867,17.81,.873,"Israel",13,"Western Asia"
"Leukaemia",15,3,11,2,0,233,36,104,7.49,.805,"Estonia",15,"Northern Europe"
"Ovary",15,3,12,2,0,702,25,479,10.34,.833,"Singapore",11,"South-Eastern Asia"
"Hodgkin lymphoma",15,3,13,2,0,705,33,25,2.51,.85,"Slovenia",16,"Southern Europe"
"Multiple myeloma",15,3,14,2,0,56,35,474,3.28,.886,"Belgium",17,"Western Europe"
"Melanoma of skin",15,3,15,2,0,124,16,4949,13.44,.877,"Canada",9,"Northern America"
"Mesothelioma",15,3,16,2,0,250,18,485,.39,.852,"France (metropolitan)",17,"Western Europe"
"Cervix uteri",15,0,17,2,0,270,23,325,39.37,.415,"The Republic of the Gambia",5,"Western Africa"
"Liver",15,0,18,2,0,686,11,485,8.52,.41,"Senegal",5,"Western Africa"
"Nasopharynx",15,0,19,2,0,120,4,136,1.57,.458,"Cameroon",2,"Middle Africa"
"Kaposi sarcoma",15,1,20,2,0,266,19,19,1.97,.626,"Gabon",2,"Middle Africa"
"Oesophagus",15,0,21,2,0,426,6,60,5.97,.446,"Lesotho",4,"Southern Africa"
"Vagina",15,1,22,2,0,862,22,114,.64,.692,"Venezuela",8,"South America"
"Gallbladder",15,1,23,2,0,408,12,551,2.28,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Larynx",15,3,24,2,0,372,14,41,.95,.881,"Ireland",15,"Northern Europe"
"Hypopharynx",15,3,25,2,0,56,5,53,.41,.886,"Belgium",17,"Western Europe"
"Lip, oral cavity",15,3,26,2,0,250,1,2458,3.13,.852,"France (metropolitan)",17,"Western Europe"
"Oropharynx",15,3,27,2,0,40,3,91,.95,.847,"Austria",17,"Western Europe"
"Vulva",15,0,28,2,0,450,21,206,1.89,.464,"Madagascar",1,"Eastern Africa"
"Salivary glands",15,0,29,2,0,288,2,88,.78,.499,"Ghana",5,"Western Africa"
"Stomach",15,1,30,2,0,112,7,1079,9.4,.699,"Belarus",14,"Eastern Europe"
"Bladder",16,3,1,2,0,705,30,180,5.98,.85,"Slovenia",16,"Southern Europe"
"Brain, CNS",16,3,2,2,0,300,31,572,5.29,.826,"Greece",16,"Southern Europe"
"Breast",16,1,3,2,0,882,20,75,88.75,.659,"Samoa",21,"Polynesia"
"Colorectum",16,1,4,2,0,112,8,3074,26.32,.699,"Belarus",14,"Eastern Europe"
"Pancreas",16,2,5,2,0,428,13,245,7.4,.767,"Latvia",15,"Northern Europe"
"Kidney",16,3,6,2,0,124,29,2583,6.8,.877,"Canada",9,"Northern America"
"Lung",16,3,7,2,0,616,15,11173,24.11,.804,"Poland",14,"Eastern Europe"
"NHL",16,3,8,2,0,528,34,1725,8.99,.885,"The Netherlands",17,"Western Europe"
"Corpus uteri",16,3,9,2,0,352,24,57,17.93,.881,"Iceland",15,"Northern Europe"
"Thyroid",16,3,10,2,0,36,32,2808,16.59,.907,"Australia",18,"Australia/New Zealand"
"Leukaemia",16,2,11,2,0,191,36,316,7.48,.774,"Croatia",16,"Southern Europe"
"Ovary",16,2,12,2,0,458,25,1838,10.29,.723,"Malaysia",11,"South-Eastern Asia"
"Hodgkin lymphoma",16,3,13,2,0,233,33,18,2.46,.805,"Estonia",15,"Northern Europe"
"Multiple myeloma",16,3,14,2,0,352,35,13,3.27,.881,"Iceland",15,"Northern Europe"
"Melanoma of skin",16,3,15,2,0,250,16,7849,12.61,.852,"France (metropolitan)",17,"Western Europe"
"Mesothelioma",16,3,16,2,0,554,18,18,.36,.888,"New Zealand",18,"Australia/New Zealand"
"Cervix uteri",16,1,17,2,0,72,23,454,39.06,.579,"Botswana",4,"Southern Africa"
"Liver",16,0,18,2,0,270,11,62,8.48,.415,"The Republic of the Gambia",5,"Western Africa"
"Nasopharynx",16,1,19,2,0,504,4,335,1.54,.551,"Morocco",3,"Northern Africa"
"Kaposi sarcoma",16,0,20,2,0,24,19,221,1.59,.426,"Angola",2,"Middle Africa"
"Oesophagus",16,0,21,2,0,64,6,19,5.92,.52,"Bhutan",12,"South Central Asia"
"Vagina",16,1,22,2,0,496,22,10,.63,.608,"Mongolia",10,"Eastern Asia"
"Gallbladder",16,3,23,2,0,634,12,6,2.14,.822,"Qatar",13,"Western Asia"
"Larynx",16,1,24,2,0,70,14,34,.93,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Hypopharynx",16,0,25,2,0,854,5,25,.4,.303,"Burkina Faso",5,"Western Africa"
"Lip, oral cavity",16,2,26,2,0,144,1,566,3.12,.703,"Sri Lanka",12,"South Central Asia"
"Oropharynx",16,0,27,2,0,50,3,663,.84,.492,"Bangladesh",12,"South Central Asia"
"Vulva",16,3,28,2,0,203,21,272,1.87,.821,"Czechia",14,"Eastern Europe"
"Salivary glands",16,0,29,2,0,384,2,58,.77,.426,"Côte d'Ivoire",5,"Western Africa"
"Stomach",16,2,30,2,0,398,7,1228,9.2,.714,"Kazakhstan",12,"South Central Asia"
"Bladder",17,3,1,2,0,56,30,940,5.95,.886,"Belgium",17,"Western Europe"
"Brain, CNS",17,2,2,2,0,191,31,207,5.24,.774,"Croatia",16,"Southern Europe"
"Breast",17,3,3,2,0,124,20,31823,88.59,.877,"Canada",9,"Northern America"
"Colorectum",17,3,4,2,0,233,8,545,26.3,.805,"Estonia",15,"Northern Europe"
"Pancreas",17,3,5,2,0,312,13,39,7.38,.842,"France, Guadeloupe",6,"Caribbean"
"Kidney",17,3,6,2,0,372,29,297,6.61,.881,"Ireland",15,"Northern Europe"
"Lung",17,3,7,2,0,40,15,2406,23.86,.847,"Austria",17,"Western Europe"
"NHL",17,3,8,2,0,702,34,449,8.99,.833,"Singapore",11,"South-Eastern Asia"
"Corpus uteri",17,2,9,2,0,191,24,825,17.87,.774,"Croatia",16,"Southern Europe"
"Thyroid",17,3,10,2,0,250,32,7232,16.54,.852,"France (metropolitan)",17,"Western Europe"
"Leukaemia",17,3,11,2,0,705,36,192,7.43,.85,"Slovenia",16,"Southern Europe"
"Ovary",17,2,12,2,0,348,25,1012,10.21,.788,"Hungary",14,"Eastern Europe"
"Hodgkin lymphoma",17,3,13,2,0,756,33,115,2.43,.899,"Switzerland",17,"Western Europe"
"Multiple myeloma",17,1,14,2,0,882,35,3,3.25,.659,"Samoa",21,"Polynesia"
"Melanoma of skin",17,3,15,2,0,40,16,1003,12.47,.847,"Austria",17,"Western Europe"
"Mesothelioma",17,1,16,2,0,704,18,220,.36,.602,"Viet Nam",11,"South-Eastern Asia"
"Cervix uteri",17,1,17,2,0,68,23,2213,38.65,.637,"Bolivia",8,"South America"
"Liver",17,1,18,2,0,558,11,286,8.29,.589,"Nicaragua",7,"Central America"
"Nasopharynx",17,2,19,2,0,434,4,47,1.35,.79,"Libya",3,"Northern Africa"
"Kaposi sarcoma",17,0,20,2,0,768,19,54,1.48,.433,"Togo",5,"Western Africa"
"Oesophagus",17,0,21,2,0,586,6,4513,5.32,.462,"Pakistan",12,"South Central Asia"
"Vagina",17,1,22,2,0,8,22,17,.62,.684,"Albania",16,"Southern Europe"
"Gallbladder",17,0,23,2,0,356,12,14936,2.08,.506,"India",12,"South Central Asia"
"Larynx",17,1,24,2,0,368,14,119,.92,.603,"Iraq",13,"Western Asia"
"Hypopharynx",17,3,25,2,0,616,5,135,.39,.804,"Poland",14,"Eastern Europe"
"Lip, oral cavity",17,3,26,2,0,752,1,378,3.12,.908,"Sweden",15,"Northern Europe"
"Oropharynx",17,3,27,2,0,840,3,2443,.83,.891,"United States of America",9,"Northern America"
"Vulva",17,3,28,2,0,352,21,8,1.87,.881,"Iceland",15,"Northern Europe"
"Salivary glands",17,3,29,2,0,840,2,2136,.76,.891,"United States of America",9,"Northern America"
"Stomach",17,1,30,2,0,882,7,8,9.19,.659,"Samoa",21,"Polynesia"
"Bladder",18,3,1,2,0,616,30,3057,5.8,.804,"Poland",14,"Eastern Europe"
"Brain, CNS",18,1,2,2,0,498,31,153,5.2,.663,"Moldova",14,"Eastern Europe"
"Breast",18,3,3,2,0,380,20,57480,87.01,.85,"Italy",16,"Southern Europe"
"Colorectum",18,3,4,2,0,372,8,1343,26.14,.881,"Ireland",15,"Northern Europe"
"Pancreas",18,3,5,2,0,392,13,24018,7.15,.864,"Japan",10,"Eastern Asia"
"Kidney",18,3,6,2,0,578,29,334,6.51,.917,"Norway",15,"Northern Europe"
"Lung",18,2,7,2,0,688,15,2210,23.82,.726,"Serbia",16,"Southern Europe"
"NHL",18,3,8,2,0,705,34,222,8.79,.85,"Slovenia",16,"Southern Europe"
"Corpus uteri",18,3,9,2,0,196,24,187,17.7,.819,"Cyprus",16,"Southern Europe"
"Thyroid",18,1,10,2,0,882,32,13,15.33,.659,"Samoa",21,"Polynesia"
"Leukaemia",18,1,11,2,0,222,36,300,7.35,.627,"El Salvador",7,"Central America"
"Ovary",18,0,12,2,0,288,25,1200,10.1,.499,"Ghana",5,"Western Africa"
"Hodgkin lymphoma",18,3,13,2,0,246,33,72,2.39,.874,"Finland",15,"Northern Europe"
"Multiple myeloma",18,2,14,2,0,258,35,6,3.23,.791,"French Polynesia",21,"Polynesia"
"Melanoma of skin",18,3,15,2,0,380,16,6444,12.22,.85,"Italy",16,"Southern Europe"
"Mesothelioma",18,3,16,2,0,756,18,43,.35,.899,"Switzerland",17,"Western Europe"
"Cervix uteri",18,2,17,2,0,242,23,165,34.97,.7,"Fiji",19,"Melanesia"
"Liver",18,1,18,2,0,704,11,5550,8.21,.602,"Viet Nam",11,"South-Eastern Asia"
"Nasopharynx",18,1,19,2,0,160,4,14354,1.33,.606,"China",10,"Eastern Asia"
"Kaposi sarcoma",18,0,20,2,0,404,19,303,1.23,.465,"Kenya",1,"Eastern Africa"
"Oesophagus",18,0,21,2,0,728,6,166,5.05,.41,"South Sudan",1,"Eastern Africa"
"Vagina",18,1,22,2,0,72,22,7,.6,.579,"Botswana",4,"Southern Africa"
"Gallbladder",18,0,23,2,0,404,12,298,1.97,.465,"Kenya",1,"Eastern Africa"
"Larynx",18,0,24,2,0,64,14,3,.89,.52,"Bhutan",12,"South Central Asia"
"Hypopharynx",18,3,25,2,0,756,5,33,.39,.899,"Switzerland",17,"Western Europe"
"Lip, oral cavity",18,0,26,2,0,4,1,320,2.96,.384,"Afghanistan",12,"South Central Asia"
"Oropharynx",18,3,27,2,0,233,3,8,.81,.805,"Estonia",15,"Northern Europe"
"Vulva",18,2,28,2,0,703,21,122,1.87,.773,"Slovakia",14,"Eastern Europe"
"Salivary glands",18,3,29,2,0,124,2,252,.75,.877,"Canada",9,"Northern America"
"Stomach",18,1,30,2,0,704,7,6215,9.18,.602,"Viet Nam",11,"South-Eastern Asia"
"Bladder",19,1,1,2,0,818,30,2681,5.8,.622,"Egypt",3,"Northern Africa"
"Brain, CNS",19,2,2,2,0,620,31,564,5.16,.799,"Portugal",16,"Southern Europe"
"Breast",19,3,3,2,0,470,20,386,86.3,.804,"Malta",16,"Southern Europe"
"Colorectum",19,3,4,2,0,380,8,25559,26,.85,"Italy",16,"Southern Europe"
"Pancreas",19,3,5,2,0,578,13,586,7.14,.917,"Norway",15,"Northern Europe"
"Kidney",19,2,6,2,0,703,29,417,6.22,.773,"Slovakia",14,"Eastern Europe"
"Lung",19,2,7,2,0,258,15,43,22.59,.791,"French Polynesia",21,"Polynesia"
"NHL",19,3,8,2,0,56,34,1159,8.76,.886,"Belgium",17,"Western Europe"
"Corpus uteri",19,3,9,2,0,233,24,254,17.65,.805,"Estonia",15,"Northern Europe"
"Thyroid",19,1,10,2,0,548,32,19,15.13,.574,"Vanuatu",19,"Melanesia"
"Leukaemia",19,2,11,2,0,440,36,254,7.23,.785,"Lithuania",15,"Northern Europe"
"Ovary",19,2,12,2,0,703,25,502,9.98,.773,"Slovakia",14,"Eastern Europe"
"Hodgkin lymphoma",19,3,13,2,0,528,33,215,2.35,.885,"The Netherlands",17,"Western Europe"
"Multiple myeloma",19,3,14,2,0,826,35,2703,3.15,.881,"United Kingdom",15,"Northern Europe"
"Melanoma of skin",19,3,15,2,0,233,16,154,12.11,.805,"Estonia",15,"Northern Europe"
"Mesothelioma",19,1,16,2,0,818,18,167,.35,.622,"Egypt",3,"Northern Africa"
"Cervix uteri",19,0,17,2,0,624,23,224,34.3,.403,"Guinea-Bissau",5,"Western Africa"
"Liver",19,0,18,2,0,332,11,434,8.16,.446,"Haiti",6,"Caribbean"
"Nasopharynx",19,0,19,2,0,729,4,213,1.29,.415,"Sudan",3,"Northern Africa"
"Kaposi sarcoma",19,0,20,2,0,728,19,55,1.18,.41,"South Sudan",1,"Eastern Africa"
"Oesophagus",19,1,21,2,0,860,6,784,4.78,.614,"Uzbekistan",12,"South Central Asia"
"Vagina",19,3,22,2,0,630,22,24,.6,.865,"Puerto Rico",6,"Caribbean"
"Gallbladder",19,1,23,2,0,558,12,66,1.9,.589,"Nicaragua",7,"Central America"
"Larynx",19,0,24,2,0,524,14,131,.89,.464,"Nepal",12,"South Central Asia"
